program_id;tercih_sirasi;yerlesen_sayisi
106510090;1;10
106510090;2;3
106510090;3;4
106510090;4;1
106510090;6;2
106510090;7;3
106510090;8;1
106510090;9;1
106510090;10;1
106510090;11;2
106510090;12;2
106510090;13;3
106510090;14;2
106510090;16;3
106510090;17;1
106510090;23;2
106510089;1;19
106510089;2;12
106510089;3;7
106510089;4;4
106510089;5;4
106510089;6;1
106510089;7;1
106510089;15;1
106510089;16;1
106510089;17;2
106510014;1;16
106510014;2;8
106510014;3;6
106510014;4;5
106510014;5;4
106510014;6;3
106510014;7;1
106510014;8;5
106510014;9;1
106510014;10;7
106510014;11;2
106510014;12;1
106510014;14;1
106510014;16;1
106510014;17;1
106510077;1;11
106510077;2;2
106510077;3;6
106510077;4;11
106510077;5;6
106510077;6;7
106510077;7;2
106510077;8;3
106510077;9;7
106510077;10;3
106510077;12;1
106510077;13;2
106510077;14;3
106510077;15;1
106510077;16;1
106510077;17;1
106510077;19;3
106510077;21;2
106510068;1;8
106510068;2;6
106510068;3;5
106510068;4;4
106510068;5;6
106510068;6;2
106510068;7;3
106510068;8;5
106510068;9;2
106510068;10;3
106510068;11;3
106510068;12;1
106510068;13;5
106510068;14;5
106510068;15;3
106510068;16;1
106510068;17;2
106510068;18;1
106510068;19;1
106510068;20;2
106510068;21;1
106510068;23;1
106510068;24;2
106510023;1;5
106510023;2;6
106510023;3;5
106510023;4;4
106510023;5;6
106510023;6;4
106510023;7;3
106510023;8;3
106510023;9;6
106510023;10;3
106510023;11;2
106510023;13;3
106510023;14;4
106510023;15;2
106510023;16;3
106510023;18;2
106510023;24;1
106510032;1;13
106510032;2;11
106510032;3;3
106510032;4;9
106510032;5;3
106510032;6;1
106510032;7;3
106510032;8;3
106510032;9;2
106510032;10;2
106510032;11;3
106510032;13;2
106510032;14;3
106510032;17;1
106510032;18;1
106510032;20;2
106510041;1;4
106510041;2;3
106510041;3;9
106510041;4;6
106510041;5;6
106510041;6;3
106510041;7;1
106510041;8;5
106510041;9;6
106510041;10;3
106510041;11;3
106510041;12;2
106510041;13;1
106510041;14;1
106510041;15;2
106510041;16;1
106510041;17;1
106510041;18;1
106510041;19;2
106510041;21;2
106510087;1;7
106510087;2;8
106510087;3;7
106510087;4;8
106510087;5;6
106510087;6;6
106510087;7;3
106510087;8;4
106510087;9;2
106510087;10;2
106510087;11;2
106510087;12;1
106510087;14;1
106510087;15;1
106510087;16;1
106510087;21;2
106510087;24;1
106510086;1;13
106510086;2;8
106510086;3;7
106510086;4;4
106510086;5;6
106510086;6;5
106510086;7;6
106510086;8;3
106510086;9;1
106510086;10;1
106510086;11;1
106510086;13;2
106510086;14;2
106510086;15;1
106510086;20;1
106510086;22;1
106510088;1;16
106510088;2;7
106510088;3;9
106510088;4;9
106510088;5;2
106510088;6;3
106510088;7;2
106510088;8;1
106510088;9;2
106510088;11;1
106510059;1;18
106510059;2;13
106510059;3;9
106510059;4;6
106510059;5;3
106510059;6;2
106510059;7;1
106510059;8;4
106510059;9;1
106510059;13;2
106510059;17;1
106510059;19;2
200110265;2;2
200110265;3;4
200110265;4;1
200110265;5;4
200110265;6;3
200110265;7;1
200110265;8;5
200110265;9;2
200110265;10;1
200110265;11;2
200110265;14;2
200110265;16;3
200110265;17;1
200110265;22;1
200110265;24;1
200110274;1;4
200110274;2;1
200110274;5;1
200110274;8;1
200110274;9;1
200190060;2;1
200190060;3;3
200190060;5;2
200190060;10;2
200190060;11;2
200190060;12;1
200190060;16;1
200110211;2;1
200110211;3;2
200110211;7;1
200110211;13;1
200110211;19;1
200110229;1;2
200110229;2;8
200110229;3;3
200110229;4;6
200110229;5;4
200110229;7;1
200110229;8;3
200110229;9;5
200110229;14;1
200110229;20;1
200110114;1;6
200110114;2;8
200110114;3;7
200110114;4;6
200110114;5;3
200110114;6;3
200110114;7;2
200110114;8;4
200110114;9;1
200110114;11;1
200110114;24;1
200110123;1;1
200110123;3;1
200110123;4;2
200110123;5;1
200110123;6;1
200110123;8;1
200110123;10;1
200110123;11;1
200190040;1;2
200190040;2;3
200190040;3;2
200190040;4;1
200190040;7;1
200190050;1;1
200190050;2;1
200190050;3;4
200190050;4;5
200190050;5;3
200190050;6;7
200190050;7;2
200190050;8;2
200190050;9;4
200190050;10;2
200190050;11;1
200190051;2;1
200190051;3;1
200190051;4;2
200190051;6;1
200190051;7;3
200190052;1;1
200190052;2;2
200190052;3;2
200190052;4;2
200190052;5;2
200190052;7;1
200190026;2;1
200190026;4;1
200190026;7;1
200190026;9;1
200190027;1;1
200190027;2;3
200190027;3;4
200190027;4;1
200190027;5;1
200190027;6;1
200190027;7;2
200190027;8;1
200190027;12;1
200190027;19;1
200110202;1;1
200110202;2;2
200110202;3;1
200110202;12;1
200110292;1;8
200110292;2;8
200110292;3;5
200110292;4;1
200110292;5;2
200110292;6;3
200110292;7;2
200110292;9;1
200110292;11;1
200190061;2;1
200190061;3;3
200190061;5;3
200190061;6;1
200190061;7;2
200190061;9;1
200110141;1;4
200110141;2;2
200110141;6;1
200110141;9;1
200110141;14;1
200110168;1;14
200110168;2;9
200110168;3;8
200110168;4;2
200110168;5;3
200110168;6;1
200110168;8;1
200110168;9;1
200110168;12;1
200190055;1;1
200190055;2;2
200190055;3;1
200190055;4;2
200190055;5;2
200190055;6;1
200190055;7;1
200190055;8;1
200190056;1;3
200190056;2;2
200190056;3;1
200190056;5;1
200190056;6;1
200190056;13;1
200190057;1;7
200190057;2;9
200190057;3;6
200190057;4;5
200190057;5;2
200190057;6;1
200190057;7;4
200190057;8;2
200190057;10;1
200190057;11;1
200190057;12;2
200110044;1;1
200110044;6;1
200110044;9;3
200110044;12;1
200110044;13;1
200110044;21;1
200110044;22;1
200110326;1;10
200110326;2;5
200110326;3;8
200110326;4;5
200110326;5;3
200110326;6;2
200110326;7;5
200110326;8;3
200110326;9;3
200110326;10;1
200110326;11;2
200110326;13;1
200110326;14;2
200110326;20;1
200110053;4;2
200110053;5;1
200110053;6;2
200110053;8;1
200110053;11;1
200110053;12;1
200110053;18;2
200110053;21;1
200110053;22;1
200110159;1;7
200110159;2;16
200110159;3;7
200110159;4;11
200110159;5;1
200110159;6;5
200110159;7;2
200110159;8;2
200110159;9;2
200110159;10;4
200110159;11;1
200110159;12;2
200110159;14;1
200110159;15;1
200110159;17;1
200110159;19;2
200110159;21;1
200110159;23;2
200190053;2;1
200190053;4;1
200190053;5;1
200190053;6;1
200190053;8;1
200190053;15;1
200190053;17;1
200190053;20;1
200190053;22;1
200190054;1;12
200190054;2;19
200190054;3;3
200190054;4;2
200190054;6;3
200190054;7;3
200190054;8;1
200190054;9;1
200190054;10;2
200190054;11;1
200190054;12;2
200190054;18;1
200190054;19;1
200110026;1;2
200110026;5;2
200110177;1;7
200110177;2;4
200110177;3;4
200110177;5;3
200110177;8;1
200110177;9;1
200110177;13;1
200110071;1;13
200110071;2;3
200110071;3;4
200110238;2;20
110410223;1;9
110410223;2;5
110410223;3;9
110410223;4;9
110410223;5;5
110410223;6;5
110410223;7;3
110410223;8;2
110410223;9;2
110410223;10;3
110410223;11;1
110410223;13;1
110410223;15;2
110410223;18;1
110410223;20;2
110410223;21;2
110410223;22;1
110410227;1;9
110410227;2;8
110410227;3;7
110410227;4;4
110410227;5;5
110410227;6;1
110410227;7;1
110410227;8;3
110410227;9;4
110410227;10;1
110410227;11;2
110410227;12;2
110410227;13;1
110410227;14;5
110410227;15;1
110410227;16;1
110410227;17;1
110410227;19;1
110410227;20;2
110410227;22;1
110410227;23;1
110410227;24;1
110410213;1;10
110410213;2;8
110410213;3;6
110410213;4;8
110410213;5;5
110410213;6;3
110410213;7;3
110410213;9;4
110410213;10;4
110410213;12;2
110410213;13;1
110410213;14;2
110410213;15;2
110410213;18;3
110410213;22;1
110410228;1;12
110410228;2;20
110410228;3;3
110410228;4;4
110410228;5;3
110410228;6;2
110410228;8;1
110410228;10;1
110410228;11;2
110410228;12;1
110410228;13;2
110410228;18;1
110410028;1;8
110410028;2;3
110410028;3;13
110410028;4;7
110410028;5;6
110410028;6;3
110410028;7;5
110410028;9;3
110410028;10;3
110410028;12;2
110410028;13;2
110410028;15;2
110410028;16;1
110410028;18;2
110410028;19;1
110410028;21;1
110410224;1;3
110410224;2;12
110410224;3;8
110410224;4;2
110410224;5;7
110410224;6;5
110410224;7;3
110410224;8;5
110410224;9;4
110410224;10;4
110410224;11;1
110410224;12;3
110410224;13;5
110410224;14;4
110410224;15;1
110410224;16;1
110410224;17;1
110410224;20;1
110410224;21;1
110410224;24;1
110410143;1;3
110410143;2;4
110410143;3;10
110410143;4;6
110410143;5;8
110410143;6;2
110410143;7;4
110410143;8;7
110410143;9;5
110410143;10;3
110410143;11;3
110410143;12;3
110410143;13;1
110410143;14;3
110410143;15;1
110410143;18;1
110410143;19;2
110410143;20;1
110410143;21;2
110410143;24;3
110410064;1;2
110410064;3;1
110410064;4;2
110410064;7;1
110410064;9;1
110410064;11;1
110410064;20;1
110410019;1;1
110410019;2;6
110410019;3;12
110410019;4;8
110410019;5;4
110410019;6;4
110410019;7;6
110410019;8;4
110410019;9;1
110410019;10;3
110410019;12;1
110410019;13;2
110410019;14;1
110410019;16;3
110410019;17;1
110410019;19;3
110410019;20;1
110410019;23;1
110410037;1;6
110410037;2;7
110410037;3;8
110410037;4;5
110410037;5;5
110410037;6;3
110410037;7;3
110410037;8;2
110410037;9;5
110410037;10;1
110410037;11;3
110410037;12;3
110410037;13;1
110410037;14;2
110410037;15;1
110410037;16;1
110410037;17;1
110410037;18;2
110410037;20;2
110410037;21;1
110410225;1;1
110410225;2;1
110410225;3;1
110410225;4;4
110410225;5;1
110410225;7;1
110410225;8;2
110410225;9;1
110410225;11;2
110410225;14;2
110410225;15;1
110410225;21;1
110410179;1;2
110410179;4;1
110410179;13;1
110410046;1;2
110410046;2;1
110410046;3;1
110410046;5;1
110410046;6;1
110410046;7;1
110410046;9;2
110410046;10;1
110410046;11;1
110410046;14;1
110410046;22;1
110410082;3;1
110410082;17;1
110410073;1;1
110410073;2;5
110410073;3;7
110410073;4;9
110410073;5;9
110410073;6;4
110410073;7;1
110410073;8;6
110410073;9;4
110410073;10;3
110410073;11;4
110410073;13;2
110410073;14;2
110410073;15;1
110410073;20;1
110410073;21;2
110410073;23;1
110410222;1;13
110410222;2;14
110410222;3;5
110410222;4;4
110410222;5;4
110410222;6;4
110410222;7;1
110410222;8;1
110410222;11;1
110410222;12;4
110410222;19;1
110410226;1;9
110410226;2;6
110410226;3;10
110410226;4;6
110410226;5;4
110410226;6;2
110410226;7;1
110410226;8;3
110410226;9;1
110410226;10;1
110410226;11;3
110410226;12;1
110410226;14;1
110410226;15;1
110410226;16;1
110410226;19;2
100210362;1;3
100210362;2;8
100210362;3;4
100210362;4;5
100210362;5;2
100210362;6;6
100210362;7;8
100210362;8;3
100210362;9;6
100210362;10;3
100210362;11;6
100210362;12;4
100210362;13;1
100210362;14;4
100210362;15;5
100210362;16;1
100210362;17;3
100210362;18;4
100210362;20;4
100210362;21;1
100210362;24;1
100210353;1;1
100210353;2;1
100210353;3;2
100210353;4;2
100210353;5;4
100210353;6;1
100210353;7;1
100210353;8;1
100210353;9;3
100210353;10;3
100210353;11;2
100210353;12;5
100210353;13;2
100210353;14;3
100210353;15;6
100210353;16;10
100210353;17;10
100210353;18;4
100210353;19;5
100210353;20;3
100210353;21;5
100210353;22;3
100210353;23;3
100210353;24;2
100210283;1;34
100210283;2;13
100210283;3;5
100210283;4;6
100210283;5;3
100210283;14;1
100210017;1;3
100210017;2;3
100210017;3;1
100210017;4;1
100210017;5;2
100210017;6;1
100210017;8;1
100210017;10;1
100210017;15;1
100210017;17;2
100210017;18;1
100210017;19;2
100210017;20;1
100210017;21;5
100210017;22;1
100210017;23;5
100210026;1;7
100210026;2;8
100210026;3;6
100210026;4;1
100210026;5;7
100210026;6;2
100210026;7;3
100210026;8;1
100210026;9;1
100210026;10;2
100210026;11;1
100210026;12;1
100210026;13;4
100210026;16;1
100210026;18;1
100210026;19;1
100210026;20;1
100210026;23;1
100210026;24;3
100210098;1;15
100210098;2;6
100210098;3;6
100210098;4;8
100210098;5;4
100210098;6;1
100210098;7;1
100210098;8;4
100210098;9;2
100210098;11;2
100210098;12;3
100210098;13;1
100210098;14;1
100210098;15;1
100210098;16;1
100210098;17;1
100210098;18;2
100210098;20;2
100210098;23;1
100290069;1;38
100290069;2;13
100290069;3;4
100290069;4;1
100290069;5;3
100290069;9;2
100290069;12;1
100210105;1;17
100210105;2;10
100210105;3;10
100210105;4;7
100210105;5;4
100210105;6;5
100210105;7;4
100210105;8;1
100210105;9;1
100210105;10;2
100210105;11;1
100210105;12;1
100210105;13;2
100210105;14;2
100210105;17;1
100210105;18;1
100210105;19;1
100210105;21;1
100210105;23;1
100210035;1;12
100210035;2;9
100210035;3;6
100210035;4;1
100210035;5;5
100210035;6;2
100210035;7;2
100210035;8;6
100210035;9;5
100210035;10;1
100210035;11;2
100210035;12;4
100210035;13;2
100210035;14;2
100210035;15;1
100210035;22;1
100210035;23;1
100210044;1;1
100210044;2;5
100210044;3;5
100210044;4;4
100210044;5;6
100210044;6;1
100210044;7;4
100210044;9;2
100210044;10;2
100210044;11;2
100210044;12;1
100210044;13;1
100210044;14;2
100210044;15;2
100210044;16;2
100210044;17;2
100210044;18;2
100210044;19;1
100210044;20;2
100210044;21;3
100210044;22;1
100210044;23;1
100210114;1;17
100210114;2;12
100210114;3;6
100210114;4;3
100210114;5;2
100210114;6;3
100210114;7;2
100210114;8;1
100210114;9;2
100210114;12;1
100210114;13;1
100210114;16;1
100210114;22;1
100210317;1;12
100210317;2;1
100210317;3;1
100210317;6;2
100210317;7;2
100210317;8;2
100210317;9;2
100210317;11;1
100210317;12;1
100210317;14;1
100210317;15;1
100210317;19;1
100210177;1;5
100210177;2;6
100210177;3;1
100210177;4;1
100210177;6;1
100210177;7;1
100210177;8;1
100210177;10;1
100210177;12;2
100210177;13;1
100210177;24;1
100290057;1;5
100290057;3;4
100290057;4;4
100290057;5;4
100290057;6;4
100290057;7;3
100290057;8;1
100290057;9;4
100290057;10;6
100290057;11;4
100290057;12;4
100290057;13;3
100290057;14;2
100290057;15;4
100290057;16;2
100290057;17;3
100290057;18;1
100290057;19;2
100290057;22;1
100290057;23;1
100210053;1;11
100210053;2;5
100210053;3;7
100210053;4;1
100210053;5;2
100210053;6;4
100210053;7;2
100210053;8;2
100210053;9;2
100210053;14;1
100210053;16;1
100210053;17;1
100210053;24;2
100210132;1;14
100210132;2;11
100210132;3;8
100210132;4;2
100210132;5;4
100210132;6;1
100210132;7;4
100210132;8;2
100210132;11;1
100210132;13;1
100210132;15;1
100210132;16;1
100210132;19;1
100210132;21;1
100210141;1;16
100210141;2;9
100210141;3;6
100210141;4;9
100210141;5;4
100210141;6;3
100210141;7;3
100210141;8;1
100210141;9;1
100210141;11;3
100210141;13;1
100210141;14;1
100210141;15;2
100210141;16;1
100210141;20;1
100210141;23;1
100210186;1;26
100210186;2;17
100210186;3;6
100210186;4;2
100210186;5;5
100210186;6;8
100210186;8;1
100210186;9;2
100210186;10;1
100210186;14;2
100210186;16;1
100210186;21;1
100210062;1;15
100210062;2;15
100210062;3;4
100210062;4;4
100210062;5;5
100210062;6;6
100210062;7;3
100210062;8;2
100210062;10;2
100210062;12;1
100210062;15;1
100210062;18;1
100210062;19;1
100210062;21;1
100210062;23;1
100210195;1;10
100210195;2;5
100210195;3;2
100210195;4;6
100210195;5;2
100210195;6;1
100210195;7;3
100210195;8;1
100210195;9;1
100210195;10;1
100210195;11;4
100210195;12;1
100210195;13;1
100210195;18;1
100210195;19;1
100210195;22;1
100210202;1;9
100210202;2;7
100210202;3;1
100210202;4;3
100210202;6;3
100210202;7;1
100210202;8;1
100210202;10;1
100210202;14;1
100210202;20;2
100210202;21;1
100210202;24;1
100290058;1;17
100290058;2;2
100290058;3;3
100290058;4;1
100290058;5;1
100290058;6;1
100290058;7;2
100290058;8;2
100290058;22;1
100290058;24;1
100210211;1;17
100210211;2;9
100210211;3;5
100210211;4;3
100210211;5;4
100210211;6;3
100210211;7;4
100210211;8;5
100210211;9;3
100210211;10;2
100210211;11;2
100210211;12;1
100210211;17;2
100210211;18;1
100210211;21;1
100210371;1;35
100210371;2;13
100210371;3;11
100210371;4;11
100210371;5;3
100210371;6;5
100210371;7;2
100210371;8;2
100210371;9;2
100210371;10;2
100210371;11;2
100210371;13;1
100210371;19;1
100210371;20;1
100210371;23;1
100210371;24;1
100210326;1;5
100210326;3;2
100210326;5;1
100210326;10;1
100210326;15;1
100210326;17;1
100210308;1;10
100210308;2;1
100210308;3;1
100210308;4;1
100210308;6;1
100210308;7;1
100210335;1;4
100290060;1;2
100290060;4;1
100290060;11;1
100290060;19;1
100210071;1;6
100210071;2;9
100210071;3;3
100210071;4;2
100210071;5;3
100210071;7;2
100210071;8;3
100210071;9;2
100210071;10;1
100210071;12;3
100210071;13;3
100210071;14;1
100210071;16;1
100210071;17;2
100210071;18;2
100210071;19;2
100210071;20;6
100210071;21;5
100210071;22;4
100210071;23;1
100210071;24;1
100210089;1;29
100210089;2;16
100210089;3;7
100210089;4;7
100210089;5;8
100210089;6;4
100210089;7;4
100210089;8;2
100210089;9;4
100210089;10;4
100210089;11;1
100210089;12;2
100210089;13;1
100210089;14;1
100210089;15;1
100210089;16;2
100210089;17;3
100210089;21;3
100210089;23;2
100210089;24;2
100210398;1;14
100210398;2;1
100210398;3;2
100210398;4;3
100210398;5;3
100210398;7;2
100210398;9;2
100210398;11;2
100210398;18;1
100210398;22;1
100210168;1;11
100210168;2;5
100210168;3;8
100210168;4;12
100210168;5;11
100210168;6;6
100210168;7;5
100210168;8;6
100210168;9;13
100210168;10;8
100210168;11;14
100210168;12;11
100210168;13;7
100210168;14;8
100210168;15;4
100210168;16;5
100210168;17;3
100210168;18;2
100210168;19;2
100210168;20;1
100210168;22;1
100210168;24;1
100290059;1;4
100290059;2;5
100290059;3;2
100290059;4;2
100290059;6;2
100290059;8;1
100290059;9;2
100290059;11;1
100290059;13;2
100290059;14;4
100290059;16;1
100290059;17;4
100290059;19;4
100290059;21;2
100290059;22;2
100290059;23;2
100290059;24;1
100410969;1;9
100410969;2;7
100410969;3;5
100410969;4;2
100410969;5;4
100410969;6;4
100410969;7;2
100410969;8;1
100410969;9;1
100410969;10;1
100410969;11;2
100410969;12;3
100410969;13;1
100410969;14;1
100410969;15;2
100410969;16;1
100410969;17;1
100410969;18;1
100410969;20;2
100410969;21;1
100410969;22;1
100410793;1;7
100410793;2;1
100410793;3;4
100410793;4;5
100410793;5;6
100410793;6;1
100410793;7;1
100410793;8;2
100410793;11;1
100410793;12;2
100410793;13;1
100410793;14;2
100410793;15;1
100410793;16;3
100410793;17;2
100410793;19;1
100410793;21;1
100490199;1;4
100490199;2;2
100490199;3;1
100490199;4;1
100490199;5;5
100490199;6;1
100490199;7;3
100490199;8;3
100490199;9;4
100490199;18;1
100490199;22;1
100490202;2;3
100490202;3;3
100490202;4;4
100490202;5;5
100490202;6;4
100490202;7;2
100490202;8;5
100490202;9;1
100490202;10;1
100490202;12;2
100490202;13;2
100490202;14;1
100490202;16;2
100490202;18;3
100490202;19;1
100490202;21;1
100490202;23;1
100490203;1;1
100490203;2;2
100490203;3;2
100490203;4;1
100490203;5;3
100490203;6;1
100490203;7;1
100490203;8;2
100490203;12;1
100490203;14;1
100490203;17;1
100410687;2;1
100410687;3;2
100410687;4;1
100410687;6;3
100410687;7;3
100410687;8;1
100410687;9;6
100410687;10;5
100410687;12;1
100410687;13;2
100410687;14;2
100410687;15;1
100410687;17;1
100410687;21;2
100410678;1;2
100410678;3;3
100410678;4;1
100410678;5;7
100410678;6;1
100410678;7;5
100410678;8;3
100410678;9;9
100410678;10;3
100410678;11;4
100410678;12;3
100410678;13;1
100410678;14;2
100410678;15;1
100410678;17;1
100410678;18;2
100410678;19;1
100410678;21;2
100410678;23;1
100410015;1;16
100410015;2;7
100410015;3;5
100410015;4;4
100410015;5;4
100410015;6;1
100410015;7;1
100410015;8;1
100410015;9;3
100410015;10;4
100410015;11;2
100410015;12;1
100410015;13;4
100410015;14;2
100410015;15;2
100410015;17;2
100410015;19;2
100410015;21;1
100410024;1;8
100410024;2;3
100410024;3;2
100410024;5;2
100410024;6;2
100410024;7;5
100410024;9;1
100410024;10;9
100410024;11;5
100410024;12;5
100410024;13;4
100410024;14;3
100410024;15;3
100410024;16;4
100410024;18;1
100410024;19;2
100410024;20;2
100410024;21;1
100410033;1;1
100410033;2;5
100410033;3;6
100410033;4;3
100410033;5;2
100410033;6;1
100410033;7;2
100410033;8;3
100410033;9;3
100410033;10;3
100410033;11;5
100410033;12;1
100410033;13;2
100410033;14;5
100410033;15;6
100410033;16;1
100410033;18;1
100410033;19;1
100410033;20;4
100410033;21;3
100410033;22;1
100410033;23;1
100410033;24;2
100410042;1;13
100410042;2;6
100410042;3;2
100410042;4;6
100410042;5;5
100410042;6;3
100410042;7;3
100410042;8;2
100410042;9;4
100410042;10;4
100410042;11;4
100410042;12;3
100410042;13;2
100410042;14;2
100410042;15;1
100410042;16;1
100410042;17;1
100410069;1;8
100410069;2;10
100410069;3;3
100410069;4;9
100410069;5;7
100410069;6;4
100410069;7;3
100410069;8;3
100410069;9;5
100410069;10;2
100410069;11;2
100410069;12;3
100410069;13;1
100410069;15;1
100410069;23;1
100430267;1;8
100430267;2;11
100430267;3;7
100430267;4;3
100430267;5;1
100430267;6;9
100430267;7;1
100430267;8;3
100430267;9;4
100430267;10;1
100430267;12;1
100430267;15;1
100430267;16;1
100430267;21;1
100410078;1;14
100410078;2;10
100410078;3;3
100410078;4;6
100410078;5;4
100410078;6;3
100410078;7;3
100410078;9;2
100410078;10;3
100410078;11;1
100410078;16;1
100410078;20;1
100410078;22;1
100430319;1;7
100430319;2;8
100430319;3;4
100430319;4;2
100430319;5;5
100430319;6;2
100430319;7;2
100430319;8;2
100430319;10;1
100430319;11;2
100430319;13;1
100430319;14;3
100430319;15;1
100430319;23;1
100410924;1;5
100410924;2;4
100410924;3;4
100410924;4;2
100410924;5;3
100410924;6;4
100410924;7;1
100410924;8;3
100410924;9;5
100410924;12;2
100410924;13;1
100410924;14;1
100410924;16;2
100410924;17;2
100410924;19;1
100410924;20;1
100410103;1;2
100410103;5;1
100410103;7;1
100410103;10;2
100410103;11;2
100410103;12;1
100410103;13;2
100410103;14;1
100410103;16;1
100410103;18;1
100410103;19;2
100410103;20;2
100410103;21;3
100410112;1;6
100410112;2;1
100410112;3;1
100410112;4;3
100410112;5;1
100410112;6;5
100410112;7;4
100410112;8;1
100410112;9;3
100410112;10;3
100410112;11;3
100410112;12;5
100410112;13;5
100410112;14;2
100410112;15;3
100410112;16;1
100410112;18;2
100410112;20;2
100410112;21;1
100410809;1;1
100410809;2;4
100410809;3;4
100410809;4;2
100410809;5;6
100410809;6;5
100410809;7;5
100410809;8;6
100410809;9;4
100410809;10;2
100410809;11;4
100410809;12;1
100410809;13;2
100410809;14;2
100410809;15;2
100410809;16;5
100410809;17;1
100410809;18;3
100410809;20;1
100410809;21;2
100490197;1;3
100490197;2;3
100490197;3;5
100490197;4;6
100490197;5;4
100490197;6;1
100490197;7;5
100490197;8;3
100490197;9;8
100490197;10;2
100490197;11;9
100490197;12;2
100490197;13;4
100490197;14;1
100490197;15;1
100490197;16;1
100490197;17;1
100490197;20;1
100490197;22;1
100490197;23;1
100410121;1;9
100410121;2;5
100410121;3;5
100410121;4;7
100410121;5;3
100410121;6;5
100410121;7;5
100410121;8;5
100410121;9;4
100410121;10;1
100410121;11;2
100410121;12;1
100410121;13;1
100410121;14;3
100410121;15;1
100410121;17;2
100410121;19;1
100410121;20;2
100430055;1;6
100430055;2;9
100430055;3;4
100430055;4;6
100430055;5;2
100430055;6;3
100430055;7;2
100430055;8;4
100430055;9;5
100430055;10;1
100430055;11;5
100430055;12;3
100430055;13;2
100430055;14;2
100430055;16;4
100430055;17;1
100430055;18;2
100430055;20;1
100410139;1;26
100410139;2;11
100410139;3;7
100410139;4;8
100410139;5;4
100410139;6;8
100410139;7;1
100410139;8;5
100410139;9;4
100410139;10;3
100410139;11;2
100410139;14;1
100410139;20;1
100410139;21;1
100430064;1;16
100430064;2;8
100430064;3;7
100430064;4;4
100430064;5;5
100430064;6;7
100430064;7;8
100430064;8;2
100430064;9;1
100430064;10;2
100430064;11;2
100430064;12;1
100430064;14;1
100430064;15;3
100430064;18;1
100430064;20;1
100430064;21;1
100430064;22;1
100430064;24;1
100410148;1;8
100410148;2;7
100410148;3;12
100410148;4;7
100410148;5;8
100410148;6;4
100410148;7;4
100410148;8;4
100410148;9;4
100410148;10;2
100410148;11;2
100410148;12;2
100410148;13;1
100410148;14;2
100410148;18;1
100410148;19;3
100410148;21;1
100430073;1;17
100430073;2;14
100430073;3;5
100430073;4;7
100430073;5;5
100430073;6;3
100430073;7;2
100430073;8;1
100430073;9;2
100430073;10;3
100430073;11;3
100430073;12;4
100430073;13;1
100430073;14;1
100430073;15;1
100430073;16;1
100430073;18;1
100430073;22;1
100410784;1;3
100410784;2;7
100410784;3;7
100410784;4;5
100410784;5;5
100410784;6;2
100410784;7;3
100410784;8;3
100410784;9;4
100410784;10;1
100410784;11;1
100410784;12;2
100410784;14;1
100410784;15;1
100410784;16;4
100410784;17;3
100410784;18;3
100410784;19;3
100410784;20;1
100410784;21;2
100410784;23;1
100430531;1;1
100430531;2;6
100430531;3;2
100430531;4;4
100430531;5;9
100430531;6;3
100430531;7;4
100430531;8;1
100430531;9;2
100430531;10;5
100430531;11;2
100430531;12;1
100430531;13;5
100430531;14;1
100430531;15;3
100430531;16;3
100430531;17;1
100430531;18;2
100430531;19;1
100430531;20;2
100430531;22;1
100430531;23;3
100410157;1;13
100410157;2;10
100410157;3;9
100410157;4;3
100410157;5;6
100410157;6;6
100410157;7;1
100410157;8;4
100410157;9;3
100410157;10;1
100410157;11;1
100410157;12;3
100410157;14;1
100410157;15;1
100410836;1;8
100410836;2;2
100410836;3;3
100410836;4;5
100410836;5;9
100410836;6;4
100410836;7;8
100410836;8;8
100410836;9;18
100410836;10;20
100410836;11;11
100410836;12;7
100410836;13;9
100410836;14;9
100410836;15;3
100410836;16;5
100410836;17;3
100410836;18;3
100410836;19;1
100410836;20;1
100410836;21;1
100410836;22;2
100410836;23;4
100410166;1;8
100410166;2;6
100410166;3;7
100410166;4;1
100410166;5;4
100410166;6;2
100410166;7;3
100410166;8;7
100410166;9;4
100410166;10;1
100410166;11;3
100410166;12;3
100410166;13;2
100410166;14;1
100410166;15;1
100410166;17;1
100410166;18;3
100410166;19;3
100410166;20;1
100410166;24;1
100410175;1;17
100410175;2;5
100410175;3;4
100410175;4;2
100410175;5;5
100410175;6;2
100410175;7;3
100410175;8;2
100410175;9;2
100410175;10;6
100410175;11;1
100410175;12;2
100410175;13;2
100410175;14;2
100410175;19;1
100410175;20;1
100410175;21;1
100410175;22;3
100410175;24;1
100410184;1;12
100410184;2;3
100410184;3;8
100410184;4;7
100410184;5;2
100410184;6;4
100410184;7;3
100410184;8;2
100410184;9;4
100410184;10;4
100410184;11;4
100410184;12;1
100410184;15;1
100410184;17;4
100410184;19;1
100410184;20;1
100410184;24;1
100410193;1;21
100410193;2;8
100410193;3;5
100410193;4;11
100410193;5;5
100410193;6;4
100410193;7;7
100410193;8;3
100410193;9;6
100410193;10;3
100410193;11;4
100410193;12;4
100410193;13;3
100410193;14;1
100410193;16;2
100410193;17;1
100410193;18;1
100410193;20;2
100410193;22;2
100430107;1;4
100430107;2;7
100430107;3;5
100430107;4;3
100430107;5;4
100430107;6;2
100430107;7;2
100430107;8;3
100430107;10;1
100430107;11;2
100430107;12;2
100430107;13;2
100430107;14;1
100430107;15;1
